words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
rolling_pin,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
stick_insect,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
rabbit,0.6407612012267851,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
lizard,0.6400806330869311,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
frog,0.634138366669871,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
crocodile,0.6279388804662329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
turtle,0.627163558987048,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
otter,0.6269362630839493,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
squirrel,0.622951933023363,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
toad,0.6125970887049295,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
alligator,0.6100973796086433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
whale,0.6020986451787597,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
owl,0.6000070488440257,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
buzzard,0.5992665946842664,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
giraffe,0.5963092862784207,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
elephant,0.5934307190119561,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pelican,0.5917448003028855,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
heron,0.5894087956724363,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
falcon,0.5893240823929811,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0
buffalo,0.5879775572616732,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
iguana,0.5879669476682576,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
hippo,0.5876465504607273,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
monkey,0.5856336002385594,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
fox,0.5805831288785249,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
seagull,0.576491346377581,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
dolphin,0.5741210970659476,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
tortoise,0.5725519616459637,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
rhino,0.5695914348539441,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
budgie,0.5688784494845147,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
seahorse,0.568423586058886,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
swan,0.5676772373753053,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1
dragonfly,0.565664457668578,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
spider,0.5649100152090047,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
pig,0.5615265515911011,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
goat,0.561195296794381,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
flamingo,0.560061753539262,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
cat,0.5563127067711944,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
rattlesnake,0.5561772757219465,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
raven,0.5531811518459719,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
moose,0.5531494890083686,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donkey,0.5518076562946141,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
shark,0.5505595542449984,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
llama,0.5496384835926322,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiger,0.5477927686755263,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
scorpion,0.5469760319855411,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
gorilla,0.5461889933079379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kingfisher,0.5459906503290088,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
penguin,0.5403853934779432,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
robin,0.540332716638131,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
porcupine,0.5399385526207596,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tarantula,0.5384551837474016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pigeon,0.5358937184237802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squid,0.5353044529030595,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
zebra,0.5346610979048068,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
panther,0.5345870930669694,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
leopard,0.534385158553282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raccoon,0.5318730436654644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caterpillar,0.5309159576620959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beaver,0.5278467543337495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wren,0.5256781926628238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
housefly,0.5247999227428577,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dog,0.5237932969648207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cow,0.5229593283070983,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
hyena,0.5224866418314595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chipmunk,0.5199699266042217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hedgehog,0.5189704062555447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emu,0.5186087500605338,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
goose,0.5185146045269384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pumpkin,0.5182363999913293,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
woodpecker,0.5145986171837935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hummingbird,0.5134149899382348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duck,0.5123678529481531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eel,0.5118017431618967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goldfish,0.5099799307185319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beetle,0.5097943604765374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canoe,0.5087718250870521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deer,0.5076483640215177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
crab,0.5074793502370742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacock,0.5066801667058466,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
wasp,0.506651206794279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cockroach,0.5057713662667332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grasshopper,0.5035906110551495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skunk,0.5007751514134153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lobster,0.49985915084911686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crane,0.49882492411053403,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
crane,0.49882492411053403,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
snail,0.49817252976174164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladybird,0.4954920357967482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cockerel,0.49546859797249837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millipede,0.49210511169939053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chandelier,0.4920718286974258,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
camel,0.4910136852121022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crayfish,0.4902244908513097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jellyfish,0.48987619307853797,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
jug,0.4894967986880191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wolf,0.4893448437268879,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
hamster,0.4882379439662665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheep,0.4874952025706205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melon,0.4855859396262435,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
lamb,0.48540655030447843,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
sparrow,0.48006991758520895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parakeet,0.47936938911166604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
turkey,0.4780669850747683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walrus,0.4777946852144148,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
octopus,0.47697238518538904,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
courgette,0.4762309961032735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boat,0.47575933649056623,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
cheetah,0.47504731699579283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orchid,0.4743083044495281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magpie,0.4739171774662841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kangaroo,0.47276119833152425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant,0.47166958689257876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glider,0.4713939696830468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eagle,0.47056139817546716,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
lantern,0.4704407733120263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moth,0.46758726481022683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rat,0.4672727299876801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fern,0.4656108481252722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cape,0.46461008363847084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kite,0.4642730181157029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ox,0.4634309061536249,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
radish,0.4634169376489922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayak,0.46208943349918524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocking_chair,0.4613191698726659,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
gerbil,0.45947174120833845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ostrich,0.4588908188178152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horse,0.45789005189838367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centipede,0.45645588143765936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starling,0.4562904002296073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mussel,0.4556674420072162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platypus,0.4555308397453301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tractor,0.45528848584221704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
chainsaw,0.45238496381675525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spoon,0.45223145460279734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watermelon,0.4513571415963152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bookcase,0.45117275853124694,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
surfboard,0.4505466320089983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harpoon,0.4490867494462859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrimp,0.4479285350284073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prawn,0.4469372225665966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hutch,0.4457436391628714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chicken,0.4456439595287033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trout,0.4435587234437931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
truck,0.4425365261624541,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
doll,0.44069270416496287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dresser,0.4404577271638459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lion,0.43982710940874276,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
tuna,0.4366047345869761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jar,0.43504726685734774,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
hornet,0.43446917619134084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
herring,0.43242108772315313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sellotape,0.43232555220701896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rollerskate,0.4318320289609323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lily,0.43114618731154974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castle,0.4310369321979963,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
jeep,0.4277175751565566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dandelion,0.42748616248763305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrow,0.4271369998039801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seashell,0.42642567372328166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
houseboat,0.4259579623412969,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
oak,0.42505442749274674,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
mushroom,0.4247707596353725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sword,0.42442182441262805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pear,0.42389711873295977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cannon,0.4238695970305003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
moss,0.42377568402295435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bicycle,0.42142999176868967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apple,0.42105370996729163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partridge,0.4202558309426716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unicycle,0.42022580309275365,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
satsuma,0.4198325177562354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bee,0.41889865580061614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sofa,0.41841508560853685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elm,0.416900641037061,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
cabbage,0.4168050288194153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carp,0.41629517191014476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asparagus,0.41628566411570606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cage,0.41503235209869804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lorry,0.41491596778296475,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
tugboat,0.4148318608135029,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
wheelbarrow,0.4146285305855648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tricycle,0.4143833019681143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
butterfly,0.4132822609543585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripod,0.413225973507268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crossbow,0.4131264169942871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spear,0.4130231571125953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salmon,0.41248680903576174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broom,0.41081440019842796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speedboat,0.41027137891241017,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
clam,0.40876388427327626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
van,0.4084718084060841,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
hyacinth,0.4077744178466903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leek,0.40746152329980845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sledge,0.4069684043363052,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
flute,0.40600369533046743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pine,0.4058002860612102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tulip,0.4053184158996133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locust,0.40514996403723996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gherkin,0.4049810634187138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scallop,0.40484766215810863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cucumber,0.404580948414488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calf,0.40385834596593406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sycamore,0.40345208428117657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bear,0.40195346248914976,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
trolley,0.4016413366526271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sardine,0.4015805046576068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moped,0.39955521047125375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peach,0.39848465195880517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willow,0.3981689122577537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barge,0.3972937827388637,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
nightingale,0.3969673339641495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tambourine,0.3967947808116701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cart,0.3963802094362834,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
turnip,0.3963116550468622,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
car,0.3956939307074718,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
potato,0.3955077269721392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helicopter,0.39546511839163323,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
marble,0.39388490005670196,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
artichoke,0.39341736909242775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mackerel,0.3933961930266428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thimble,0.3918931999807464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dinghy,0.3918850447451457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necklace,0.3914693933291845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oyster,0.39135363630044856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machete,0.3911226199261083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fridge,0.3900957957011805,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
banana,0.3898007630152075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosquito,0.3895848578658338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pineapple,0.3894455495377876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pony,0.3892485884103388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0.38896192130391827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rope,0.38888018132622754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomato,0.3887729990137987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dressing_gown,0.38851451517956503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birch,0.38843412000935784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deckchair,0.3876945735045314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
